Emissão;Vencimento;Fornecedor;C.Custo;Filial;Contábil;Categoria;NF;Solicitação;Ordem;NUF;Lançamento;Status
;30/01/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;28/02/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/03/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/04/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/05/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Accesstage;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;28/02/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/03/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/04/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/05/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/06/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/07/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/08/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/09/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/10/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/11/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/12/2025;Afinet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/01/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;28/02/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/03/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/04/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/05/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/06/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/07/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/08/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/09/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/10/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/11/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/12/2025;Afinet;180;Ceasa;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/01/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;28/02/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/03/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/04/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/05/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/06/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/07/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/08/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/09/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/10/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/11/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/12/2025;Algar - 0800;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/01/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;28/02/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/03/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/04/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/05/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/06/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/07/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/08/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/09/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/10/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/11/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/12/2025;Algar - Telefonia;180;Matriz;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/01/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;28/02/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/03/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/04/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/05/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/06/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/07/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/08/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/09/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/10/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/11/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/12/2025;Algar - Internet;180;Matriz;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/01/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;28/02/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/03/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/04/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/05/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/06/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/07/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/08/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/09/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/10/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/11/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/12/2025;Algar - Internet;11500;SP;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/01/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;28/02/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/03/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/04/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/05/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/06/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/07/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/08/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/09/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/10/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/11/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/12/2025;Algar - Telefonia;11510;DF;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/01/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;28/02/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/03/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/04/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/05/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/06/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/07/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/08/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/09/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/10/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/11/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/12/2025;Algar - Internet;11510;DF;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/01/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;28/02/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/03/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/04/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/05/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/06/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/07/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/08/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/09/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/10/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/11/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/12/2025;Algar - Telefonia;11520;MG;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/01/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;28/02/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/03/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/04/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/05/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/06/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/07/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/08/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/09/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/10/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/11/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/12/2025;Algar - Telefonia;11530;PE;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/01/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;28/02/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/03/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/04/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/05/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/06/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/07/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/08/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/09/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/10/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/11/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/12/2025;Algar - Internet;11530;PE;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/01/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;28/02/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/03/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/04/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/05/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/06/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/07/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/08/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/09/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/10/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/11/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;31/12/2025;Algar - Internet;12040;RP;3200004;Links e internet;;;;;;NF/Boleto pendente
;30/01/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;28/02/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/03/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/04/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/05/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Antharys;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;28/02/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/03/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/04/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/05/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;ASIS;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;28/02/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/03/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/04/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/05/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/06/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/07/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/08/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/09/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/10/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/11/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/12/2025;Claro;180;Barra;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/01/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;28/02/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/03/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/04/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/05/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/06/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/07/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/08/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/09/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/10/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/11/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;31/12/2025;Claro;180;Leblon;3200001;Telefonia (fixa e móvel);;;;;;NF/Boleto pendente
;30/01/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;28/02/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/03/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/04/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/05/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Cobmais;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;28/02/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/03/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/04/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/05/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/06/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/07/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/08/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/09/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/10/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/11/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;31/12/2025;Economapas;170;Matriz;3170008;Manutenção de Software;;;;;;NF/Boleto pendente
;30/01/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;28/02/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/03/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/04/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/05/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/06/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/07/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/08/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/09/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/10/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/11/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/12/2025;Engti;180;Matriz;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/01/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;28/02/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/03/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/04/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/05/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/06/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/07/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/08/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/09/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/10/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/11/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/12/2025;Engti;11500;SP;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/01/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;28/02/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/03/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/04/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/05/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/06/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/07/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/08/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/09/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/10/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/11/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/12/2025;Engti;11510;DF;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/01/2025;Engti;11520;MG;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;28/02/2025;Engti;11520;MG;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/03/2025;Engti;11520;MG;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/04/2025;Engti;11520;MG;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/05/2025;Engti;11520;MG;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/06/2025;Engti;11520;MG;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/07/2025;Engti;11520;MG;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;31/08/2025;Engti;11520;MG;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
;30/09/2025;Engti;11520;MG;3170004;Manutenção de máquinas;;;;;;NF/Boleto pendente
